id,title,original_language,release_date,vote_count,vote_average,adult,genre_names
616831,3 1 6,en,18-07-19,0,0,FALSE,"Drama, Horror"
616984,Rangsangan Gaib,id,22-03-19,0,0,FALSE,"Horror, Romance"
617523,The Silence Of Running Water,en,30-04-19,1,10,FALSE,Horror
617638,Who Wants To Be A Vampire Bride?,en,11-04-03,0,0,FALSE,Horror
617761,Runtime,en,23-07-19,1,8,FALSE,Horror
617769,Dust to Dust,en,18-07-19,0,0,FALSE,"Fantasy, Horror"
617778,Night Out,en,18-07-19,0,0,FALSE,"Horror, Thriller"
617787,Ramona,en,10-07-19,0,0,FALSE,Horror
617842,Ferine,it,29-08-19,4,7.4,FALSE,"Drama, Horror"
617868,Jericho Bridge,en,18-07-19,0,0,FALSE,Horror
617891,Slumber Party Murders,en,10-11-18,0,0,FALSE,Horror
617935,Stephanie,en,12-07-19,0,0,FALSE,Horror
618067,Rue,en,28-07-17,4,6.5,FALSE,"Fantasy, Horror"
618132,Nerve,pt,06-01-19,1,6,FALSE,Horror
618151,Taana,ta,24-01-20,3,5.7,FALSE,"Comedy, Drama, Horror"
618187,After Hours,en,25-04-15,1,6,FALSE,Horror
618485,Long Night at Blackstone,en,02-04-18,0,0,FALSE,"Comedy, Horror"
618670,Scratch,en,22-10-16,2,6.5,FALSE,Horror
618869,Afflatus,en,27-07-19,2,10,FALSE,"Horror, Mystery"
618885,Never Ever After,en,25-07-06,0,0,FALSE,Horror
618919,A Quiet Room in Walthamstow,en,18-10-17,4,5.8,FALSE,Horror
618958,The Ghost of Night Crow,zh,01-01-72,0,0,FALSE,"Drama, Horror"
619016,Will I Make It Through the Night,en,29-01-19,0,0,FALSE,"Drama, Horror, Romance, Thriller"
619164,Midnight Melody,zh,22-03-19,2,1.3,FALSE,"Horror, Thriller"
619265,The Cabin House,en,31-10-19,0,0,FALSE,"Horror, Thriller"
619318,Seruan Setan,id,31-05-18,0,0,FALSE,Horror
619490,Killungard,no,19-10-18,0,0,FALSE,Horror
619515,Cova Humana,pt,31-05-19,0,0,FALSE,Horror
619522,Dead Teenager Sance,pt,03-11-18,3,6.3,FALSE,"Comedy, Horror"
619523,Garden of the Sleepwalkers,pt,20-12-17,1,10,FALSE,"Fantasy, Horror"
619527,this is not the end,pt,05-08-19,0,0,FALSE,"Drama, Horror, Science Fiction, Thriller"
619670,It's Nothing,en,06-09-19,0,0,FALSE,Horror
619745,B Negative,en,23-07-19,0,0,FALSE,"Comedy, Horror"
619754,Within the Woods of Undead County,en,18-10-13,1,2,FALSE,Horror
620043,Homomaquia,es,01-05-19,0,0,FALSE,Horror
620067,Life Room,en,01-06-09,0,0,FALSE,Horror
620193,Makeout Massacre,en,14-02-20,0,0,FALSE,Horror
620413,Belief as the Light in Darkness,tl,03-08-19,0,0,FALSE,"Fantasy, Horror"
620482,Nuclear Driver,en,01-08-19,0,0,FALSE,Horror
620591,Near Sight,en,31-07-19,0,0,FALSE,Horror
620616,Apparition,en,01-01-10,0,0,FALSE,"Action, Horror"
620953,Paranormal Proof,en,03-04-12,2,7,FALSE,Horror
621222,Dracula Vampyre in Beijing,en,30-07-19,0,0,FALSE,Horror
621248,Permeation,en,30-07-19,2,3.5,FALSE,Horror
621380,Cortando Sangre,es,30-10-18,0,0,FALSE,"Drama, Horror"
621486,Bite Me,en,01-01-10,0,0,FALSE,"Comedy, Horror"
621570,99 Bottles of Beer,en,99 bottles of beer. Take one down,pass it around,98 bottles of beer on the wall. 98 bottles of beer on the wall,pass it around,97 bottles of beer on the wall - ...No more bottles of beer on the wall
621584,Shed,en,26-04-19,4,2.3,FALSE,Horror
621646,Hotal,ur,where she meets her Sister,"who was never Born.\"",13-05-16,10,Released
621682,Heat,nl,08-08-19,6,7,FALSE,"Comedy, Horror"
621829,Dog in the Woods,en,04-06-19,0,0,FALSE,"Animation, Drama, Horror"
621919,Hellphone,tl,11-11-09,0,0,FALSE,Horror
621970,Harm,en,10-03-19,0,0,FALSE,Horror
622203,Is Your Daughter Home?,en,18-05-19,0,0,FALSE,"Comedy, Horror"
622346,"Montana, GA",en,09-03-19,2,3.8,FALSE,"Comedy, Horror"
622404,Inferno,en,08-08-10,0,0,FALSE,Horror
622714,Aougueiros,pt,01-01-94,0,0,FALSE,Horror
622836,Twinky Doo's Magic World,it,11-10-18,1,7.5,FALSE,"Crime, Horror, Thriller"
622896,Mushkil,hi,09-08-19,0,0,FALSE,"Horror, Thriller"
623039,The Thing About Beecher's Gate,en,21-10-18,0,0,FALSE,Horror
623047,Prologue,en,03-09-20,1,8,FALSE,"Drama, Horror"
623226,False Indigo,en,22-04-20,1,10,FALSE,"Drama, Horror"
623338,Oasis,en,08-12-19,0,0,FALSE,"Drama, Horror, Thriller"
623493,Sacrificial,en,19-01-18,0,0,FALSE,Horror
623545,Gimmick,kn,15-08-19,0,0,FALSE,"Comedy, Horror"
623591,The Hidden,en,01-06-93,0,0,FALSE,Horror
623676,Lorong,id,12-09-19,1,6.5,FALSE,"Horror, Thriller"
623701,Beheaded Man,ur,22-04-94,0,0,FALSE,"Horror, Science Fiction"
623742,Fears,es,14-08-80,0,0,FALSE,"Drama, Horror"
624146,Adhrushyam,en,22-03-19,0,0,FALSE,"Horror, Thriller"
624174,Apartamento 88,pt,05-12-18,0,0,FALSE,"Horror, Thriller"
624368,Murder Box,en,16-07-19,2,6,FALSE,Horror
624629,The Pit,bs,20-08-19,2,5.8,FALSE,Horror
624694,SHHHH,en,13-09-19,0,0,FALSE,"Comedy, Horror"
624901,Vital Heat: The Making of Cheap Thrills,en,27-05-14,0,0,FALSE,"Comedy, Documentary, Horror"
625005,My Grandson,zh,09-03-19,1,10,FALSE,"Drama, Horror, Mystery, Thriller"
625423,L.A.'s Most Haunted,en,20-08-19,0,0,FALSE,"Documentary, Horror"
625424,Harry Doright's Prelude to Hell,en,09-08-19,2,8,FALSE,Horror
625505,Damned Memory,pt,causing horror to friends and to all who enters there. Yoko has strange visions pounding in her mind and it says something inhabits her house beyond Cintia and her. Gradually,Yoko will recover,"but what comes up are memories that must never be remembered.\"",4,5.3
625610,Eyeless Jack,en,31-10-17,2,4.3,FALSE,"Comedy, Horror"
625615,Domine,it,23-04-17,2,6.5,FALSE,Horror
625655,Shutdown,en,17-03-19,0,0,FALSE,Horror
625663,Reflection,en,23-08-19,0,0,FALSE,Horror
626018,Daughter of Dismay,en,24-08-19,0,0,FALSE,"Fantasy, Horror"
626028,Daz Watches Found Footage,en,28-10-18,1,1,FALSE,Horror
626081,THE DEAD AIR PROJECT,en,25-08-19,0,0,FALSE,"Horror, Thriller"
626151,O Canto dos Cisnes,pt,12-12-11,0,0,FALSE,"Drama, Horror"
626370,I'm Poppy: The Film,en,23-01-18,2,6,FALSE,"Comedy, Horror"
626481,Stories of the Dead,de,22-08-19,0,0,FALSE,Horror
626484,The Rise and Fall of an American Scumbag,en,15-12-17,2,5,FALSE,"Crime, Horror"
626510,Ocaso,es,15-12-11,0,0,FALSE,Horror
626688,The Ghosting,tl,"hindi na lang siya nagpakita.\"\"  This is how friends and neighbors describe what happened to Grace Elizaga",the latest case in a string of unexplained disappearances in the quiet town of Solante.  But did she run away?  Or was she taken?  And is she still alive?  Time is running out. And Ken Alonso,the last person to see Grace,28-08-19,0
626845,Wendigo,en,28-08-19,1,6,FALSE,Horror
626868,Lifeform,en,27-08-19,3,4.7,FALSE,"Horror, Science Fiction"
626870,Washed Away,en,28-08-19,1,7,FALSE,"Drama, Horror"
626873,The Brides,en,19-06-18,1,10,FALSE,Horror
626892,Abandoned,tl,28-08-19,0,0,FALSE,Horror
626963,Shorts After Dark,en,11-07-19,0,0,FALSE,Horror
627006,Nightmare,en,20-08-19,0,0,FALSE,"Horror, Mystery"
627050,Silver Stars on Red Velvet,en,29-10-19,1,5,FALSE,Horror
627094,Lady Hunters,en,01-01-18,1,5,FALSE,"Drama, Horror"
627112,Fahrstuhl,en,06-05-16,0,0,FALSE,"Drama, Horror"
627128,Lily,fr,14-05-16,2,6.5,FALSE,Horror
627144,Raaz-E-Sheitaan,en,13-10-17,0,0,FALSE,Horror
627182,Solace in Wicca,gv,09-11-13,0,0,FALSE,"Drama, History, Horror"
627324,Monsters of Carnage,en,25-07-13,0,0,FALSE,Horror
627430,Closed School,ko,,,,,
but passes out after seeing herself in the mirror. Everyone gets in In-seok's car to send Yoo-ra home,but they get into an accident and all become unconscious. When they wake up,"they are at a familiar school that's closed. It was the school they went to that has closed down.\"",1,4,Released,"Horror, Thriller",
627556,Surrounded by Death,pt,01-05-16,0,0,FALSE,Horror
627572,The Dreamer,en,30-08-19,0,0,FALSE,Horror
627630,The Field,en,beyond that fence. The stories of the noises people have heard or the things people have seen there in the dark.  Then there is the challenge. It is a challenge of bravery. Many of the children are doing it. In the dead of night,whoever can stand at the fence to that field the longest is the bravest. It is a challenge that sounds simple,but,"may not be as easy as it seems. Especially when those rumours may actually be true\"\"\"",03-12-15
627931,Death Streamed Live,ja,19-04-14,1,6,FALSE,Horror
628038,Flesh Dream,en,12-10-19,3,10,FALSE,"Horror, Thriller"
628139,Feed Me Death,en,04-05-19,0,0,FALSE,Horror
628142,Night Owls,es,29-06-18,0,0,FALSE,Horror
628228,Hello,en,04-09-19,2,4,FALSE,Horror
628290,Ride Together,ko,15-07-17,0,0,FALSE,"Fantasy, Horror, Thriller"
628953,Zombie-Beginning,zh,01-04-17,0,0,FALSE,"Horror, Romance"
629009,Horror High School,ja,01-01-14,0,0,FALSE,Horror
629035,Makr,ar,25-02-19,4,7.8,FALSE,"Horror, Thriller"
629043,Dead Banging,ja,17-05-14,0,0,FALSE,"Comedy, Horror"
629076,Untold Body,zh,19-07-19,0,0,FALSE,Horror
629131,Ayuda,en,19-10-18,5,5.8,FALSE,Horror
629135,VW,en,01-01-17,3,7,FALSE,Horror
629248,Blood for Flesh,es,28-08-19,3,4,FALSE,Horror
629341,A Bohemian's Redemption,pt,01-12-68,0,0,FALSE,"Drama, Fantasy, Horror"
629393,Midnight Ruins,zh,and it is also the lingering pain in his heart. It is the source of all his nightmares. In the course of the investigation,the twists and turns continued,and even Shen Xue,but had not seen it for many years,was involved. The same play that has been separated for many years has produced many connections because of the same love and hate. As the incident progressed
629843,Do No Harm,en,01-09-13,0,0,FALSE,"Horror, Romance, Thriller"
629940,O Rim,pt,06-09-08,0,0,FALSE,Horror
629943,Tight,en,11-10-06,0,0,FALSE,Horror
629976,A Fistful of Toothpicks,fi,22-11-19,0,0,FALSE,"Comedy, Horror, Mystery, Thriller, Western"
630331,Cin-Si Bozuk,en,06-09-19,0,0,FALSE,"Action, Comedy, Horror"
630347,To the Valley of Shadows,pt,01-11-18,0,0,FALSE,"Fantasy, Horror"
630377,The 5th Dimension,en,20-03-20,1,3,FALSE,"Horror, Science Fiction"
630508,Nathael,es,08-07-93,5,5.6,FALSE,"Horror, Thriller"
630513,El gato,es,06-11-92,1,5,FALSE,Horror
630798,Shiny Diamonds,en,14-03-20,0,0,FALSE,Horror
630808,Invite Only,en,24-06-19,0,0,FALSE,Horror
630826,From the Other Side,pt,12-09-19,0,0,FALSE,Horror
630947,Lullaby,pt,14-09-19,0,0,FALSE,Horror
630950,"Merry Christmas, Mr. Monster",pt,14-09-19,0,0,FALSE,Horror
630979,Wat te doen bij een calamiteit?,en,21-08-19,0,0,FALSE,"Horror, Romance"
631057,Victor Juliet's Director's Cut,en,11-07-09,0,0,FALSE,Horror
631059,Wrath of the Skunkape,en,13-09-97,0,0,FALSE,Horror
631076,Blutnacht 2: Die Rckkehr Des Dmon,de,22-06-09,1,6,FALSE,Horror
631260,Schism,en,19-10-18,0,0,FALSE,"Horror, Thriller"
631427,Memento Mori,en,14-09-19,1,10,FALSE,"Drama, Horror, Thriller"
631502,Guts of the Gods,en,20-03-05,1,6,FALSE,Horror
631507,Allodium,no,17-10-19,0,0,FALSE,Horror
631697,Sam Body,en,09-03-18,1,10,FALSE,"Action, Comedy, Drama, History, Horror, Thriller"
631732,Bad Seed,pt,11-09-19,0,0,FALSE,Horror
631746,Date From Hell,en,31-10-18,0,0,FALSE,"Comedy, Horror"
631767,Avogardo: Murmansk Mutation,en,01-01-08,0,0,FALSE,Horror
631897,Drain Away: Is Pure Longing a Sin?,ja,12-06-20,1,2,FALSE,"Action, Horror, Romance"
632011,Two Devices Connected,en,02-08-18,1,5,FALSE,Horror
632017,Behind,fr,04-09-18,2,5.5,FALSE,"Fantasy, Horror"
632110,Bad Blood,en,01-01-97,0,0,FALSE,Horror
632199,Dedemit Gunung Kidul,id,17-03-11,0,0,FALSE,Horror
632259,RETCH,en,16-07-18,5,5.8,FALSE,Horror
632351,Baby Nymph,pt,01-08-16,0,0,FALSE,"Drama, Horror, Thriller"
632499,Witch Trilogy 13+,tr,03-10-19,1,3,FALSE,"Drama, Horror"
632526,Zar,fa,21-04-17,0,0,FALSE,"Drama, Horror"
632570,Don't Drink the Milk,en,12-03-19,0,0,FALSE,Horror
632601,East Hell,en,18-11-17,2,1,FALSE,"Horror, Horror"
632656,Santet Kuntilanak,id,08-03-12,0,0,FALSE,Horror
632659,Misteri Pasar Kaget,id,27-09-12,0,0,FALSE,Horror
632685,Snap,en,29-06-17,0,0,FALSE,Horror
632728,Herman,en,02-05-19,2,5.5,FALSE,"Horror, Science Fiction, Thriller"
632871,Recon 6,en,24-10-11,0,0,FALSE,Horror
632873,Where Blood Lies,en,01-05-19,3,6.7,FALSE,Horror
632922,325 Sycamore Lane,en,21-04-17,0,0,FALSE,Horror
632926,Have You Checked On Denny?,en,22-12-16,1,4,FALSE,"Comedy, Horror"
632932,Stillborn,en,30-09-17,0,0,FALSE,Horror
632973,The Desecrated,pt,05-07-18,2,8.5,FALSE,Horror
633012,Wolfman vs. Godzilla,ja,sound design,"and visual effects\"\") is ongoing.\"",01-01-83,10,Released
633061,Remorse,fr,10-10-08,0,0,FALSE,"Drama, Horror"
633100,A Whisper in the Dark 2,en,01-04-17,0,0,FALSE,Horror
633176,Elixir,en,30-06-16,0,0,FALSE,"Fantasy, Horror"
633177,Dual,en,24-08-18,4,7,FALSE,Horror
633193,The Desolation Prize,en,23-03-19,1,3.5,FALSE,Horror
633207,Candy,en,10-10-12,0,0,FALSE,Horror
633275,Cin Azab,tr,13-09-19,0,0,FALSE,Horror
633286,Siddah,tr,20-09-19,0,0,FALSE,Horror
633463,The Little Monster,fr,25-09-18,7,5.1,FALSE,"Fantasy, Horror"
633489,Ennaval,en,26-09-19,0,0,FALSE,"Horror, Romance"
633678,Night Bus,zh,20-10-19,0,0,FALSE,"Animation, Horror, Thriller"
633688,3 Days,en,02-02-19,3,5.3,FALSE,"Horror, Thriller"
633751,The Pain Within Us,en,10-04-19,1,7,FALSE,Horror
633962,I Know You,hi,22-03-19,1,3,FALSE,Horror
633963,The Broken Imago,en,15-11-08,0,0,FALSE,"Horror, Science Fiction"
633977,The Summer House,en,31-07-19,0,0,FALSE,Horror
634040,Ungala Podanum Sir,ta,they are the Killers,a true story behind me,if u know the story,13-09-19,0
634115,Dead Air,en,05-04-99,0,0,FALSE,Horror
634165,Catcall,en,01-08-19,1,5,FALSE,Horror
634170,Entelekheia,pt,01-06-17,0,0,FALSE,Horror
634269,Cabeza de pescado,en,15-07-10,0,0,FALSE,"Fantasy, Horror, Thriller"
634311,Atomic Ed,fr,13-03-20,4,5.9,FALSE,Horror
634449,The Only Thing I Love More Than You Is Ranch Dressing,en,01-10-18,5,5.4,FALSE,Horror
634494,Neighbor,en,07-05-19,0,0,FALSE,"Horror, Thriller"
634525,The Sisters Four,en,01-01-08,0,0,FALSE,"Horror, Mystery, Thriller"
634639,Beauty Juice,en,31-12-19,2,5,FALSE,Horror
634707,Pastafrola eating man,en,27-09-19,0,0,FALSE,Horror
634802,Ku Tak Percaya Kamu Mati,id,10-10-19,0,0,FALSE,"Drama, Horror"
634811,Kelam,id,24-10-19,1,5,FALSE,Horror
634854,Gryphon Animo,en,24-01-19,1,8,FALSE,"Adventure, Animation, Fantasy, Horror, Music"
634878,Night Mistress,en,01-06-19,0,0,FALSE,Horror
634895,We Got a Monkey's Paw,en,12-09-18,1,6,FALSE,Horror
634926,Gore Theatre,en,31-10-17,0,0,FALSE,Horror
634957,Eject,en,01-09-19,1,7,FALSE,"Horror, Science Fiction"
634961,The Cabinet,en,04-11-19,1,6,FALSE,"Comedy, Horror"
635040,Xenia: Priestess of Night,en,and shows some scan line artifacting and strobing with fast movement,general image degradation,and cropping at the sides (the latter due to incompetent digital transfer). The present whereabouts of the original film print and negatives is uncertain,like those produced by Monogram and PRC studios. There was no budget,"and everyone worked for free.\""
635065,Terror at Tate Manor,en,01-01-02,0,0,FALSE,Horror
635147,"Clown, clown, clan",en,01-01-06,0,0,FALSE,Horror
635244,The Weeping House of Qala,mt,06-09-19,1,4,FALSE,Horror
635419,Magic Hour,en,18-05-18,0,0,FALSE,"Drama, Fantasy, Horror"
635817,America,en,19-10-19,1,10,FALSE,"Comedy, Crime, Horror, Mystery, Thriller"
635843,The Housesitters,en,11-03-19,3,7.3,FALSE,"Horror, Thriller"
635896,Zombarella's House Of Whorrors,en,,,,,
broadcast and shot on video for your viewing pleasure. Hosted by the irresistibly sexy Zombarella,"HOUSE OF WHORRORS will keep you \"\"Up All Night\"\" as tales by Tim Ritter","Tony Masiello and the recently-discovered Fred Olen Wood entertain (and stain) your innermost desires.  SO WHAT ARE YOU WAITING FOR? Grab a beer and start dialing those 1-900 numbers. The action starts here... and Zombarella's waiting!\"",0,0,Released,Horror,
635909,An Evil Four All Seasons,en,15-05-19,0,0,FALSE,Horror
636076,Parlour Tricks,en,01-10-19,1,7,FALSE,"Comedy, Horror"
636183,Banglar King Kong,bn,09-09-10,0,0,FALSE,Horror
636385,Penny Whistle,en,21-04-18,0,0,FALSE,Horror
636425,Perempuan di Rumah Angker,id,12-12-12,0,0,FALSE,"Comedy, Horror"
636492,The Dunes,en,01-10-19,5,5.2,FALSE,Horror
636515,Hidden Mother,en,01-10-19,5,5.5,FALSE,Horror
636520,The Ripper,en,01-10-19,6,3.5,FALSE,"Comedy, Horror, Music"
636632,Boris,en,01-02-16,0,0,FALSE,Horror
636741,Coffee & Carnage,en,28-06-14,0,0,FALSE,"Action, Animation, Comedy, Horror"
636805,Door,en,27-10-17,0,0,FALSE,"Horror, Thriller"
636807,Drops,en,19-03-18,0,0,FALSE,Horror
636809,The Dress,en,16-08-17,0,0,FALSE,Horror
636876,The Crossing,en,01-10-18,0,0,FALSE,Horror
636893,Black Easter,en,"this was completed but not edited and has yet to get an official release.\"",01-01-94,0,Released,FALSE
636900,A Halloween Trick,en,30-10-19,1,4,FALSE,Horror
637017,Peripheral,en,30-01-17,0,0,FALSE,Horror
637040,Mutilated Movies,en,11-09-07,0,0,FALSE,Horror
637110,Beautiful Enough,en,11-01-11,1,6,FALSE,"Drama, Horror, Mystery"
637156,Psycho Santa 2,en,16-12-11,1,1,FALSE,Horror
637161,Slaughter Weekend,en,01-06-10,0,0,FALSE,"Comedy, Horror"
637164,Driving Lessons,en,"ArieScope Pictures was fortunate enough to track down a never-before-seen deleted scene that thoroughly explains what really happened.\"",30-09-12,1,Released,FALSE
637168,Lunatic,en,01-01-91,0,0,FALSE,Horror
637174,The Carpenter: Part 1 - And So They Die,en,01-01-09,0,0,FALSE,Horror
637179,Music Store Massacre,en,27-10-13,0,0,FALSE,Horror
637253,Falsely Accused,ja,23-04-04,1,8,FALSE,"Animation, Drama, History, Horror"
637267,Howl of a Good Time,en,01-10-15,0,0,FALSE,"Comedy, Horror"
637322,Naschy of the Full Moon,en,11-10-11,1,10,FALSE,"Documentary, Horror"
637398,Camp Blood Kills,en,13-04-19,2,5.5,FALSE,Horror
637409,Fatal Kiss,en,02-10-02,0,0,FALSE,Horror
637472,Kakatshat,en,21-10-19,0,0,FALSE,Horror
637479,Peel,en,23-10-19,0,0,FALSE,"Horror, Thriller"
637533,The Garden,en,04-12-20,1,6,FALSE,Horror
637574,Attack of the Flesh Eating Tree,en,06-02-92,0,0,FALSE,Horror
637672,Loom,en,06-10-19,0,0,FALSE,Horror
637893,Knock Knock,en,06-10-17,1,10,FALSE,"Comedy, Horror"
637941,Lolon'i dada,mg,01-01-00,0,0,FALSE,Horror
637946,The Past,hi,11-05-18,1,1,FALSE,"Drama, Horror"
637973,City of Ashes,es,10-10-19,0,0,FALSE,"Horror, Thriller"
637994,Home Sweet Home,vi,25-10-19,2,7.3,FALSE,"Family, Horror, Mystery"
638091,Repossession,en,Cannes Film Festival 2016 Un Certain Regard) loses his high-flying job in status-conscious Singapore,but his ego and pride compel him to hide this from his wife (Amy J Cheng,"\"\"Crazy Rich Asians\"\") and daughter. His only confidante is his best friend (Sivakumar Palakrishnan",Cannes Film Festival 2016 Critics' Week).  Desperately clinging onto the material symbols of his past success,he unlocks a hibernating malevolent force
638106,Closing Time,en,28-08-19,0,0,FALSE,Horror
638232,Body Image,en,11-08-17,0,0,FALSE,Horror
638342,Mrs. Winchester's House,en,31-10-63,0,0,FALSE,"Documentary, History, Horror"
638369,Dear Beautiful,en,28-06-09,0,0,FALSE,"Animation, Horror"
638464,Mad Move,en,05-10-88,1,10,FALSE,"Action, Horror"
638467,Jackson,en,18-10-19,1,2,FALSE,"Horror, Thriller"
638475,Shopner Ghor,bn,04-05-18,1,7,FALSE,Horror
638544,The Vault,mn,10-10-15,0,0,FALSE,Horror
638696,Ghost Reality,ja,03-10-19,0,0,FALSE,Horror
638718,A Hell to Pay,it,28-04-19,0,0,FALSE,Horror
638727,Off Fleek,en,01-01-19,0,0,FALSE,Horror
638729,Dying to Meet You,no,17-10-19,0,0,FALSE,"Comedy, Horror"
638732,A Wolf in Sheep's Clothing,en,25-01-19,0,0,FALSE,"Crime, Horror"
638788,Shitters,en,25-11-17,3,5,FALSE,Horror
638862,Anak Perjanjian Syaitan,ms,24-10-19,0,0,FALSE,Horror
638901,Shaitani Badla,hi,01-01-93,0,0,FALSE,Horror
638946,Mongers,en,13-10-18,0,0,FALSE,Horror
638949,Look What the Cat Dragged In,de,13-10-18,0,0,FALSE,Horror
639049,The Intermediate Step,es,24-09-19,0,0,FALSE,"Drama, Horror, Thriller"
639052,The Bleak,en,09-08-19,0,0,FALSE,Horror
639072,Os Sonmbulos,pt,20-12-14,0,0,FALSE,"Drama, Horror"
639283,Propagation,en,21-10-19,0,0,FALSE,"Horror, Science Fiction"
639461,Zydeco,en,01-01-12,0,0,FALSE,Horror
639471,Detour to Hell,en,12-12-06,0,0,FALSE,"Horror, Mystery"
639473,46 Wounds,en,25-11-12,0,0,FALSE,"Horror, Mystery, Romance"
639486,Frozen Flesh,en,01-07-08,2,3,FALSE,Horror
639489,Jebediah,en,13-11-13,0,0,FALSE,Horror
639524,Kolong,ms,gets stolen by a travel agency. The thugs are now hunting her down to force her to pay her debt. She plans to get her mother's grant to pay for it but she is stopped by her sister. In dire need of money,she decides to accept a high-paying job as a caretaker of a blind man,since she has experience taking care of her blind mother. She encourages herself to go to the man's bungalow,17-10-19,0
639531,Big Data L1ZY,en,30-10-18,1,4,FALSE,Horror
639533,Reformed,en,14-10-18,1,4,FALSE,"Horror, Thriller"
639571,Skin and Bones,en,31-07-08,5,6,FALSE,"Horror, TV Movie"
639581,Captive,en,07-06-20,1,7,FALSE,"Comedy, Horror"
639596,Cold Feet,en,28-09-19,2,6,FALSE,"Comedy, Horror"
639687,She Devils a Go Go,en,01-01-11,1,1,FALSE,Horror
639730,Cloud Shadows,de,14-11-14,0,0,FALSE,"Horror, Science Fiction"
639895,Raat Ke Andhere Mein,en,01-01-87,0,0,FALSE,"Horror, Mystery"
639973,Work Sucks!,en,13-10-19,0,0,FALSE,"Comedy, Horror"
640081,Beyond the Red,ja,09-03-19,1,8,FALSE,Horror
640089,Tournament 7,cn,21-03-19,0,0,FALSE,Horror
640276,Notes,en,28-03-17,0,0,FALSE,"Horror, Mystery, Thriller"
640386,The Ghost of Garganta,en,09-03-11,0,0,FALSE,"Comedy, Horror, Science Fiction"
640415,The Wanton Ghost of Semanggi Bridge,id,19-11-09,1,5,FALSE,Horror
640420,"Guys, My Neighbor is a Kuntilanak!",id,09-12-10,0,0,FALSE,Horror
640443,Insanium,pt,05-09-18,0,0,FALSE,Horror
640519,Allergic Overreaction,en,13-10-19,2,9,FALSE,"Comedy, Horror"
640559,Raju Gari Gadhi 3,te,18-10-19,1,9.5,FALSE,"Comedy, Horror, Thriller"
640701,The Portrait,pt,01-01-18,0,0,FALSE,Horror
640768,The Tape of Karma,en,10-06-18,1,10,FALSE,"Comedy, Horror"
640775,Redbox Killer,en,24-10-14,0,0,FALSE,Horror
640786,R.I.P. - Bis zum Morgengrauen,en,01-01-96,0,0,FALSE,Horror
640816,Puzzle,en,19-10-19,1,9,FALSE,Horror
640824,Ocimokw!! (Go Away!!),en,19-10-19,0,0,FALSE,Horror
640830,Grave Sight,en,19-10-19,1,8,FALSE,"Comedy, Horror"
640878,1000 Day Santet,id,07-06-22,0,0,FALSE,Horror
640935,Stake Land: Origins,en,11-05-11,0,0,FALSE,Horror
640960,Pizza Man Vs. the Dude,en,12-12-04,0,0,FALSE,Horror
640963,Harvest Moon,en,01-04-07,0,0,FALSE,Horror
640971,Kadaver,de,"the youngsters are attacked by cannibals.\"",06-06-07,0,Released,FALSE
641212,Karaoke Night,en,26-10-19,2,4,FALSE,"Comedy, Horror, Music"
641275,Last Train Home,en,15-12-08,0,0,FALSE,Horror
641326,A Nightmare on Chocolate,fr,12-07-19,0,0,FALSE,"Comedy, Horror"
641333,"Twitz from Pluto: Graff, Jackass and TV Casualty",en,24-06-22,0,0,FALSE,"Action, Comedy, Crime, Drama, Horror, Science Fiction"
641340,A Crazy Country Christmas,en,12-01-14,0,0,FALSE,"Comedy, Horror"
641349,The Reflection,fr,20-07-19,0,0,FALSE,Horror
641382,Piano,en,01-08-14,0,0,FALSE,"Horror, Music"
641395,Clownface,en,28-12-17,0,0,FALSE,"Action, Comedy, Horror"
641495,Little Lunch: The Halloween Horror Story,en,31-10-16,1,3.5,FALSE,"Comedy, Horror"
641684,Shadow,en,14-01-18,0,0,FALSE,Horror
641688,Church of Fears,en,01-02-18,0,0,FALSE,Horror
641697,The Great Altar,en,20-10-18,0,0,FALSE,"Horror, Thriller"
641734,The Lady of Silence,en,05-05-19,0,0,FALSE,Horror
641835,Cat Box,en,27-10-17,0,0,FALSE,Horror
641838,The Heiress,tl,27-11-19,3,3.5,FALSE,Horror
641842,Under My Skin,en,31-07-19,0,0,FALSE,"Horror, Mystery"
641914,Nordland - On Overgrown Paths,no,24-10-13,0,0,FALSE,"Horror, Science Fiction, Thriller"
641928,Hyttegalskap,no,17-10-19,0,0,FALSE,Horror
641991,Dead Crazy,en,10-03-11,0,0,FALSE,Horror
642046,Fog Island,en,11-11-12,0,0,FALSE,Horror
642055,Stage Fright,en,01-01-05,0,0,FALSE,Horror
642056,Camp Corpses,de,01-04-06,0,0,FALSE,Horror
642061,Serial Rabbit,en,15-03-05,0,0,FALSE,Horror
642066,Pengantin Topeng,id,15-07-10,0,0,FALSE,"Drama, Horror, Thriller"
642069,Murder On Line One,en,09-08-89,1,6,FALSE,"Horror, Thriller"
642085,Jack O' Lantern,en,08-02-18,0,0,FALSE,Horror
642099,Blood City Massacre,en,11-11-11,0,0,FALSE,"Action, Comedy, Horror"
642106,Hell's Half Acre,en,05-12-06,0,0,FALSE,Horror
642129,Nakalnya Anak Muda,id,29-07-10,0,0,FALSE,"Drama, Horror, Thriller"
642131,A Killer Weekend,en,01-03-07,0,0,FALSE,Horror
642154,Kakame - Vampire Clay Derivation,ja,12-10-19,0,0,FALSE,Horror
642155,Necrophagia: Through the Eyes of the Dead,en,10-09-02,2,6.5,FALSE,"Horror, Music"
